** CONVERTED FROM D:\elcl\DATA\S_114_s2.edf using edfapi 3.0 Win32 Dec 12 2008 on Tue Oct 21 11:25:46 2014
** DATE: Tue Oct 21 10:35:54 2014
** TYPE: EDF_FILE BINARY EVENT SAMPLE TAGGED
** VERSION: EYELINK II 1
** SOURCE: EYELINK CL
** EYELINK II CL v4.40 Mar 24 2009
** CAMERA: EyeLink CL Version 1.4 Sensor=BKE
** SERIAL NUMBER: CL1-AAB31
** CAMERA_CONFIG: AAB31140.SCD
**

MSG	2458814 RECCFG CR 500 2 1 LR
MSG	2458814 ELCLCFG BTABLER
MSG	2458814 GAZE_COORDS 0.00 0.00 1151.00 863.00
MSG	2458814 THRESHOLDS L 108 236  R 73 230
MSG	2458814 ELCL_PROC ELLIPSE  (5)
MSG	2458814 ELCL_EFIT_PARAMS 1.01 4.00  0.15 0.05  0.65 0.65  0.00 0.00 0.30
START	2458815 	LEFT	RIGHT	SAMPLES	EVENTS
PRESCALER	1
VPRESCALER	1
PUPIL	DIAMETER
EVENTS	GAZE	LEFT	RIGHT	RATE	 500.00	TRACKING	CR	FILTER	2
SAMPLES	GAZE	LEFT	RIGHT	RATE	 500.00	TRACKING	CR	FILTER	2
MSG	2458815 !MODE RECORD CR 500 2 1 LR
2459023	  301.0	 1070.9	 4538.0	  291.2	 1141.3	 3725.0	.....
2459025	  301.2	 1070.7	 4539.0	  292.0	 1141.7	 3725.0	.....
EFIX L   2458863	2459025	164	  299.1	 1071.9	   4515
EFIX R   2458865	2459025	162	  295.7	 1142.6	   3689
SSACC L  2459027
SSACC R  2459027
2459027	  301.2	 1070.6	 4540.0	  292.8	 1142.1	 3725.0	.....
2459029	  300.9	 1070.5	 4541.0	  293.3	 1142.6	 3728.0	.....
2459031	  299.4	 1070.5	 4542.0	  292.2	 1142.8	 3730.0	.....
2459033	  293.5	 1070.8	 4542.0	  288.6	 1143.2	 3732.0	.....
2459035	  282.4	 1071.5	 4543.0	  279.4	 1143.5	 3732.0	.....
2459037	  264.5	 1073.1	 4547.0	  262.0	 1141.9	 3731.0	.....
2459039	  240.2	 1074.9	 4550.0	  235.6	 1138.1	 3736.0	.....
2459041	  210.2	 1076.9	 4554.0	  201.9	 1132.7	 3743.0	.....
2459043	  177.4	 1078.1	 4556.0	  164.9	 1127.7	 3750.0	.....
2459045	  145.0	 1078.4	 4558.0	  129.5	 1123.6	 3752.0	.....
2459047	  116.5	 1078.3	 4558.0	   98.8	 1119.1	 3754.0	.....
2459049	   94.4	 1078.2	 4552.0	   75.6	 1113.8	 3761.0	.....
2459051	   82.8	 1078.4	 4546.0	   62.4	 1109.4	 3767.0	.....
2459053	   80.4	 1078.5	 4540.0	   60.6	 1107.0	 3769.0	.....
2459055	   87.0	 1078.7	 4538.0	   69.9	 1107.9	 3765.0	.....
2459057	   99.2	 1079.3	 4539.0	   86.4	 1109.5	 3761.0	.....
2459059	  114.0	 1079.5	 4543.0	  105.8	 1111.9	 3762.0	.....
2459061	  128.3	 1079.6	 4548.0	  124.6	 1114.6	 3764.0	.....
2459063	  139.1	 1079.1	 4551.0	  138.4	 1117.3	 3767.0	.....
2459065	  145.2	 1078.9	 4552.0	  146.2	 1119.7	 3767.0	.....
2459067	  147.1	 1078.7	 4554.0	  147.8	 1120.9	 3767.0	.....
2459069	  144.8	 1078.6	 4555.0	  145.7	 1121.4	 3767.0	.....
ESACC L  2459027	2459069	44	  301.2	 1070.6	  144.8	 1078.6	   4.09	    387
ESACC R  2459027	2459069	44	  292.8	 1142.1	  145.7	 1121.4	   3.87	    432
SFIX L   2459071
SFIX R   2459071
2459071	  141.0	 1078.6	 4555.0	  142.2	 1121.4	 3765.0	.....
2459073	  135.8	 1078.8	 4554.0	  137.4	 1121.4	 3762.0	.....
2459075	  131.3	 1079.2	 4554.0	  133.5	 1121.4	 3760.0	.....
2459077	  127.5	 1079.5	 4554.0	  130.0	 1121.4	 3760.0	.....
2459079	  125.0	 1079.6	 4554.0	  127.9	 1121.0	 3760.0	.....
2459081	  123.1	 1079.4	 4554.0	  125.7	 1120.6	 3760.0	.....
2459083	  122.0	 1079.0	 4554.0	  123.5	 1120.2	 3759.0	.....
2459085	  121.2	 1078.8	 4556.0	  120.7	 1119.7	 3759.0	.....
2459087	  120.9	 1078.7	 4558.0	  117.8	 1118.7	 3758.0	.....
2459089	  120.6	 1078.6	 4559.0	  115.3	 1117.6	 3758.0	.....
2459091	  120.1	 1078.6	 4559.0	  113.8	 1116.5	 3758.0	.....
2459093	  119.6	 1078.6	 4559.0	  113.1	 1115.9	 3758.0	.....
2459095	  119.1	 1078.6	 4559.0	  112.4	 1115.4	 3757.0	.....
2459097	  119.1	 1078.6	 4560.0	  111.8	 1115.2	 3757.0	.....
2459099	  119.1	 1078.6	 4561.0	  111.3	 1114.7	 3758.0	.....
