** CONVERTED FROM D:\data\some_file.edf using edfapi 3.1 Win32 Jan 19 2015 on Wed Jul 15 15:03:16 2015
** DATE: Wed Jul 15 01:41:59 2015
** TYPE: EDF_FILE BINARY EVENT SAMPLE TAGGED
** VERSION: EYELINK II 1
** SOURCE: EYELINK CL
** EYELINK II CL v5.04 Sep 25 2014
** CAMERA: Eyelink GL Version 1.2 Sensor=AJ7
** SERIAL NUMBER: CLG-BBD46
** CAMERA_CONFIG: BBD46200.SCD
**

MSG	4489873 RECCFG CR 500 2 1 LR
MSG	4489873 ELCLCFG BTABLER
MSG	4489873 GAZE_COORDS 0.00 0.00 1279.00 1023.00
MSG	4489873 THRESHOLDS L 51 201  R 47 207
MSG	4489873 ELCL_WINDOW_SIZES 160 160 0 0
MSG	4489873 ELCL_PROC CENTROID (3)
MSG	4489873 ELCL_PCR_PARAM 5 3.0
START	4489874 	LEFT	RIGHT	SAMPLES	EVENTS
PRESCALER	1
VPRESCALER	1
PUPIL	DIAMETER
EVENTS	GAZE	LEFT	RIGHT	RATE	 500.00	TRACKING	CR	FILTER	2
SAMPLES	GAZE	LEFT	RIGHT	RATE	 500.00	TRACKING	CR	FILTER	2	INPUT
MSG	4489874 !MODE RECORD CR 500 2 1 LR
4490104	   .	   .	    0.0	  722.7	  488.0	 6092.0	32768.0	.C...
4490106	   .	   .	    0.0	  723.8	  488.1	 6092.0	32768.0	.C...
4490108	   .	   .	    0.0	  723.7	  488.2	 6095.0	32768.0	.C...
4490110	   .	   .	    0.0	  723.4	  488.3	 6100.0	32768.0	.C...
4490112	   .	   .	    0.0	  723.6	  489.1	 6107.0	32768.0	.C...
4490114	   .	   .	    0.0	  724.1	  489.4	 6103.0	32768.0	.C...
4490116	   .	   .	    0.0	  723.5	  489.9	 6103.0	32768.0	.C...
4490118	   .	   .	    0.0	  723.6	  489.0	 6104.0	32768.0	.C...
4490120	   .	   .	    0.0	  724.1	  490.4	 6102.0	32768.0	.C...
4490122	   .	   .	    0.0	  724.2	  490.3	 6093.0	32768.0	.C...
4490124	   .	   .	    0.0	  723.9	  488.6	 6092.0	32768.0	.C...
4490126	   .	   .	    0.0	  726.0	  487.5	 6093.0	32768.0	.C...
4490128	   .	   .	    0.0	  726.6	  487.4	 6091.0	32768.0	.C...
4490130	   .	   .	    0.0	  727.1	  488.6	 6091.0	32768.0	.C...
4490132	   .	   .	    0.0	  728.3	  488.1	 6090.0	32768.0	.C...
4490134	   .	   .	    0.0	  725.4	  487.9	 6088.0	32768.0	.C...
4490136	   .	   .	    0.0	  722.5	  489.1	 6085.0	32768.0	.C...
4490138	   .	   .	    0.0	  722.2	  489.8	 6083.0	32768.0	.C...
4490140	   .	   .	    0.0	  722.5	  490.3	 6083.0	32768.0	.C...
4490142	   .	   .	    0.0	  723.4	  490.4	 6082.0	32768.0	.C...
4490144	   .	   .	    0.0	  722.5	  489.5	 6077.0	32768.0	.C...
4490146	   .	   .	    0.0	  723.0	  489.0	 6074.0	32768.0	.C...
4490148	   .	   .	    0.0	  723.3	  489.3	 6078.0	32768.0	.C...
4490150	   .	   .	    0.0	  725.5	  490.4	 6079.0	32768.0	.C...
4490152	   .	   .	    0.0	  728.1	  490.6	 6079.0	32768.0	.C...
4490154	   .	   .	    0.0	  725.9	  491.0	 6080.0	32768.0	.C...
4490156	   .	   .	    0.0	  725.2	  491.6	 6083.0	32768.0	.C...
4490158	   .	   .	    0.0	  725.4	  491.2	 6085.0	32768.0	.C...
4490160	   .	   .	    0.0	  726.3	  492.1	 6088.0	32768.0	.C...
4490162	   .	   .	    0.0	  726.1	  492.4	 6089.0	32768.0	.C...
4490164	   .	   .	    0.0	  724.3	  492.6	 6093.0	32768.0	.C...
4490166	   .	   .	    0.0	  724.2	  493.2	 6097.0	32768.0	.C...
4490168	   .	   .	    0.0	  724.9	  492.6	 6089.0	32768.0	.C...
4490170	   .	   .	    0.0	  725.1	  491.9	 6085.0	32768.0	.C...
4490172	   .	   .	    0.0	  725.5	  491.7	 6080.0	32768.0	.C...
4490174	   .	   .	    0.0	  725.8	  490.8	 6081.0	32768.0	.C...
4490176	   .	   .	    0.0	  725.4	  489.2	 6083.0	32768.0	.C...
4490178	   .	   .	    0.0	  725.2	  487.9	 6083.0	32768.0	.C...
4490180	   .	   .	    0.0	  724.2	  488.2	 6082.0	32768.0	.C...
4490182	   .	   .	    0.0	  724.6	  489.2	 6085.0	32768.0	.C...
4490184	   .	   .	    0.0	  723.0	  489.1	 6089.0	32768.0	.C...
4490186	   .	   .	    0.0	  721.4	  488.4	 6089.0	32768.0	.C...
4490188	   .	   .	    0.0	  721.4	  490.3	 6089.0	32768.0	.C...
4490190	   .	   .	    0.0	  721.8	  489.8	 6091.0	32768.0	.C...
4490192	   .	   .	    0.0	  723.3	  490.1	 6092.0	32768.0	.C...
4490194	   .	   .	    0.0	  722.4	  490.4	 6087.0	32768.0	.C...
4490196	   .	   .	    0.0	  721.4	  490.1	 6088.0	32768.0	.C...
4490198	   .	   .	    0.0	  721.5	  489.9	 6087.0	32768.0	.C...
4490200	   .	   .	    0.0	  721.1	  489.9	 6086.0	32768.0	.C...
4490202	   .	   .	    0.0	  722.2	  490.0	 6088.0	32768.0	.C...
4490204	   .	   .	    0.0	  723.5	  489.3	 6091.0	32768.0	.C...
4490206	   .	   .	    0.0	  722.8	  489.1	 6090.0	32768.0	.C...
4490208	   .	   .	    0.0	  722.2	  489.3	 6084.0	32768.0	.C...
4490210	   .	   .	    0.0	  722.8	  489.9	 6084.0	32768.0	.C...
