Fp1 Fpz Fp2 F3 Fz F4 C3 Cz C4 P3 Pz P4 O1 Oz O2
11,210 12,962 30,288 -13,794 -3,942 3,946 -11,490 -3,957 -2,744 -1,047 -4,326 -6,462 9,531 6,314 1,235
1,019 1,706 14,976 -16,519 -9,941 -5,319 -8,617 -3,785 -7,031 0,872 -2,942 -7,510 9,877 7,893 3,352
-1,868 0,853 8,750 -14,305 -8,227 -7,549 -6,252 -3,268 -7,717 1,395 -2,076 -9,082 7,625 6,490 2,999
-12,229 -9,551 4,207 -22,650 -11,313 -15,785 -8,786 -9,461 -14,063 -3,489 -5,364 -15,020 1,040 1,403 -1,411
-18,174 -14,838 -5,553 -24,864 -22,968 -16,643 -12,842 -11,354 -21,437 -6,454 -9,517 -17,465 -3,292 -1,228 -3,881
-22,420 -19,102 -7,067 -23,161 -15,598 -13,555 -12,166 -9,461 -20,065 -6,803 -9,690 -16,417 -3,639 -1,052 -3,881
-26,156 -25,072 -13,125 -23,501 -19,711 -9,265 -9,969 -5,161 -17,836 -3,140 -6,056 -12,924 2,426 4,034 0,176
-21,910 -18,932 -10,769 -17,200 -13,027 -2,402 -5,407 0,172 -16,292 0,000 -1,903 -9,781 7,105 7,542 4,234
-27,855 -25,072 -12,452 -22,650 -10,970 -10,809 -4,731 -0,516 -15,778 0,000 -0,692 -7,685 7,625 7,016 4,234
-29,044 -25,413 -20,360 -22,309 -17,826 -10,123 -5,069 2,580 -10,461 2,442 0,865 -2,271 9,704 8,244 5,116
-32,271 -27,971 -19,351 -23,672 -9,941 -9,780 -4,562 1,720 -4,459 0,523 1,384 -2,969 9,531 7,893 5,998
-44,670 -42,809 -31,466 -34,230 -23,653 -20,933 -12,166 -6,709 -9,261 -6,628 -5,191 -9,082 6,238 4,385 3,175
-49,425 -45,538 -38,028 -35,422 -27,596 -22,992 -17,573 -10,321 -13,205 -11,513 -11,074 -12,226 2,773 1,228 -0,176
-57,238 -53,725 -43,076 -40,020 -27,939 -30,198 -18,925 -14,106 -15,435 -12,908 -13,323 -14,322 1,560 0,702 -1,058
-52,822 -50,484 -48,292 -34,060 -33,252 -28,997 -15,883 -10,321 -16,464 -5,582 -10,036 -9,257 8,491 8,594 4,763
-43,481 -42,639 -37,692 -24,523 -16,969 -22,477 -5,576 -3,096 -8,403 3,314 -0,346 -1,747 17,156 17,364 14,995
-51,463 -51,678 -43,413 -29,292 -22,454 -27,967 -3,548 -2,408 -7,546 4,361 3,115 0,000 17,329 17,715 17,993
-57,068 -54,407 -53,004 -28,440 -20,911 -20,075 -4,393 2,408 -4,973 4,361 3,807 1,747 14,730 16,136 16,229
-71,166 -65,834 -59,061 -31,335 -14,912 -21,619 -1,521 7,913 4,287 6,105 8,306 4,366 14,730 16,487 16,935
-80,677 -70,951 -68,821 -32,357 -23,139 -31,056 -3,379 9,805 5,145 4,186 7,094 3,493 10,571 12,278 12,878
-69,127 -56,965 -53,340 -27,418 -11,827 -28,139 -2,704 11,698 7,889 3,314 6,229 4,366 7,625 9,121 9,173
-52,652 -44,515 -38,196 -25,545 -11,484 -19,388 -2,535 12,902 10,633 5,756 7,613 8,907 9,531 10,524 9,702
-32,271 -26,607 -20,528 -17,881 -3,428 -7,893 -0,338 14,622 11,147 7,501 9,690 8,733 11,437 11,401 11,114
-30,063 -27,459 -9,255 -22,139 -2,228 -7,035 -1,014 8,257 4,287 3,489 6,402 0,873 6,758 6,490 7,233
-36,687 -33,941 -16,658 -28,270 -16,797 -1,887 -7,097 3,785 -5,145 -2,442 -1,211 -3,668 -0,866 -0,702 -1,764
-44,670 -37,693 -19,014 -26,737 -5,656 8,064 -1,859 10,321 2,401 1,570 3,461 1,572 2,079 2,631 -0,706
-54,011 -45,197 -34,999 -26,056 -8,056 4,804 3,717 15,998 9,432 8,198 10,209 6,462 8,838 9,471 5,645
-42,462 -32,406 -32,980 -17,200 0,000 6,863 8,786 21,331 12,005 13,257 15,400 11,003 13,690 14,909 11,466
-32,271 -25,924 -19,687 -19,414 7,370 7,035 9,462 20,299 13,377 14,478 18,168 15,544 15,769 17,890 17,111
-20,891 -17,397 -14,807 -17,711 1,714 12,868 5,576 18,751 12,005 14,652 17,649 16,941 16,636 18,416 18,523
-16,815 -13,986 -7,740 -16,008 10,456 13,383 5,914 16,858 14,406 14,129 18,341 15,370 15,249 16,838 17,817
-31,082 -28,824 -21,033 -23,501 -2,914 -2,402 2,197 11,010 11,147 10,815 13,843 10,305 9,531 9,997 9,879
-38,046 -31,723 -30,961 -17,200 -2,914 -7,206 3,041 12,214 12,005 11,338 12,285 10,654 6,065 6,139 4,057
-46,708 -39,057 -38,028 -13,965 2,228 -9,265 6,421 11,870 14,234 12,036 13,496 11,353 6,585 7,893 5,821
-41,782 -35,305 -42,403 -9,537 -2,400 -3,260 5,576 12,902 13,548 13,606 13,670 12,924 9,877 10,699 9,350
-32,271 -28,312 -28,100 -10,388 8,056 1,887 6,083 11,870 14,063 12,559 14,535 12,924 8,491 8,770 9,879
-34,649 -33,429 -25,576 -22,139 -4,456 -3,603 -0,338 4,817 5,145 6,803 9,690 9,955 1,213 3,859 6,880
-32,780 -29,506 -21,875 -24,523 -7,027 -2,059 -4,731 2,580 2,058 3,314 7,267 10,829 -2,253 2,982 8,820
-40,763 -35,987 -21,875 -31,505 -9,770 -9,780 -8,448 -2,752 0,343 -0,872 4,499 8,558 -4,506 0,877 7,938
-43,481 -36,499 -27,259 -29,292 -20,054 -8,579 -11,828 -3,785 -0,514 -2,268 1,038 6,462 -4,852 -0,175 3,881
-43,141 -34,964 -24,399 -25,545 -12,512 -7,893 -11,659 -5,161 2,229 -3,663 0,346 4,366 -3,639 1,052 3,705
-46,538 -41,786 -33,990 -32,016 -23,653 -14,927 -17,066 -12,730 -4,116 -7,675 -4,499 -2,969 -2,599 1,052 1,940
-39,744 -36,158 -36,177 -32,016 -24,510 -12,697 -20,276 -15,310 -9,947 -9,245 -9,171 -8,558 -1,213 0,351 -1,235
-38,555 -36,669 -31,129 -37,807 -22,282 -14,413 -20,107 -17,547 -9,947 -9,594 -9,863 -8,907 -0,866 0,000 -1,940
-37,536 -35,476 -33,317 -41,213 -32,395 -16,643 -23,825 -20,471 -12,005 -13,257 -12,804 -10,479 -7,278 -5,437 -4,410
-40,423 -37,181 -32,644 -45,640 -29,481 -21,104 -29,232 -26,492 -15,949 -21,281 -19,207 -16,243 -18,022 -15,084 -13,054
-46,028 -41,615 -37,187 -48,365 -38,394 -25,050 -32,949 -28,212 -19,036 -22,676 -22,148 -15,544 -19,755 -16,838 -16,229
-39,744 -30,188 -29,783 -36,785 -28,796 -11,324 -27,035 -19,783 -12,005 -16,048 -17,130 -10,130 -15,423 -15,084 -17,111
-39,574 -29,847 -22,884 -36,104 -20,225 -8,579 -21,459 -17,891 -7,374 -14,652 -13,496 -10,829 -16,289 -18,241 -22,051
-32,101 -25,072 -25,745 -32,868 -26,739 -6,177 -21,121 -16,858 -10,804 -14,652 -15,054 -11,527 -18,195 -20,521 -26,990
-18,853 -15,350 -15,817 -22,309 -12,341 0,515 -14,024 -10,321 -3,430 -9,594 -9,863 -4,366 -14,210 -15,610 -21,874
-14,777 -15,009 -13,798 -16,178 -12,341 0,343 -7,266 -4,817 5,659 -2,616 -3,980 2,620 -6,412 -7,542 -13,583
-7,303 -7,504 -12,115 -4,087 -2,742 5,491 1,690 3,957 20,065 5,582 3,980 10,829 3,292 1,754 -4,057
-17,324 -17,397 -16,827 -10,899 -1,714 -6,177 0,507 -1,892 17,321 1,221 3,461 5,240 2,946 1,052 -2,117
-27,685 -24,901 -29,615 -18,733 -18,169 -14,069 -10,645 -9,977 0,514 -5,407 -5,018 -2,620 -0,347 -2,280 -5,645
-30,402 -25,242 -24,567 -22,480 -14,226 -13,383 -14,700 -12,730 -4,287 -7,501 -7,440 -2,445 -1,040 -2,280 -4,234
-31,082 -28,312 -23,557 -26,907 -22,454 -12,697 -18,756 -16,170 -9,947 -9,768 -10,209 -4,192 -2,426 -2,631 -2,646
-19,702 -17,397 -12,788 -18,392 -15,598 -0,858 -16,390 -13,246 -8,746 -9,245 -9,344 -2,271 -3,119 -2,280 0,000
-21,910 -21,831 -8,245 -21,798 -12,684 -4,804 -16,221 -16,686 -9,775 -13,257 -11,247 -7,510 -7,278 -6,665 -1,588
-26,666 -25,583 -18,678 -24,353 -23,311 -12,525 -19,431 -19,095 -12,691 -17,967 -17,822 -16,243 -12,477 -13,330 -9,350
-30,233 -24,901 -19,855 -25,375 -16,626 -18,874 -20,276 -22,191 -15,092 -22,676 -22,667 -24,452 -17,675 -19,644 -17,288
-37,196 -30,359 -27,427 -32,187 -25,882 -21,962 -26,528 -28,040 -22,466 -27,560 -28,723 -28,993 -22,008 -24,380 -24,168
-30,912 -22,684 -24,230 -28,610 -22,111 -10,295 -28,387 -27,180 -19,894 -26,863 -29,761 -26,547 -21,314 -24,555 -25,932
-28,534 -23,366 -19,351 -31,335 -17,140 -6,348 -28,049 -27,696 -16,121 -25,467 -27,858 -22,181 -19,928 -23,152 -24,521
-28,704 -23,878 -24,567 -31,335 -23,825 -1,544 -28,556 -25,460 -12,176 -23,723 -25,782 -16,592 -18,542 -21,223 -23,109
-34,818 -27,118 -25,072 -33,719 -17,997 -1,887 -26,866 -24,600 -7,031 -23,374 -22,321 -13,798 -16,982 -18,943 -20,110
-46,368 -39,739 -36,682 -45,470 -31,709 -13,555 -31,090 -29,760 -12,691 -27,735 -24,398 -18,513 -20,275 -20,521 -20,640
-43,311 -38,034 -38,870 -46,322 -34,452 -18,702 -34,977 -30,792 -18,007 -31,398 -27,512 -21,657 -24,954 -23,503 -23,109
-42,631 -41,615 -37,019 -47,173 -33,595 -29,683 -36,666 -31,653 -20,580 -32,444 -28,204 -23,054 -25,127 -23,327 -23,815
-36,687 -37,181 -38,196 -41,042 -38,737 -28,654 -36,497 -27,696 -19,894 -28,607 -26,301 -19,911 -19,582 -18,592 -21,345
-30,912 -31,212 -30,793 -36,614 -25,710 -24,536 -31,090 -23,051 -14,406 -23,723 -20,937 -14,671 -14,210 -13,330 -16,406
-32,610 -33,258 -33,317 -38,658 -28,624 -23,163 -28,049 -20,643 -10,633 -19,013 -15,573 -9,606 -8,838 -7,717 -10,408
-32,441 -29,336 -33,317 -34,230 -24,510 -14,927 -27,035 -20,299 -12,348 -18,839 -13,496 -9,257 -9,704 -8,068 -8,644
-40,423 -34,793 -34,326 -35,422 -22,282 -17,673 -27,373 -22,707 -14,234 -19,885 -14,708 -9,431 -11,784 -10,699 -11,996
-37,366 -30,359 -34,999 -28,951 -26,567 -12,354 -23,149 -17,547 -8,746 -13,780 -11,766 -4,716 -7,971 -7,893 -11,290
-29,044 -23,196 -24,062 -23,842 -13,198 -2,574 -14,024 -11,010 0,686 -7,326 -5,191 -1,572 -3,119 -5,086 -8,468
-27,175 -23,025 -21,370 -24,353 -17,312 -1,544 -10,645 -9,289 -0,857 -4,710 -2,942 -1,747 -1,560 -4,209 -7,056
-16,135 -10,574 -9,928 -14,305 -10,798 4,461 -6,252 -3,096 0,343 -0,872 -0,346 2,096 0,000 -1,228 -4,234
-12,399 -8,698 0,337 -13,965 -2,742 3,946 -1,014 -0,688 6,345 1,395 4,672 5,414 1,733 2,280 2,293
-10,700 -7,504 -4,711 -14,475 -10,798 0,515 -2,872 -2,236 1,543 1,047 3,807 3,144 2,426 4,209 4,410
-9,002 -4,605 -1,683 -10,218 -1,714 -0,858 -3,548 -2,924 -2,744 0,000 2,942 0,349 2,773 4,209 3,881
-12,908 -8,869 -6,394 -9,026 -5,485 -5,147 -5,576 -2,064 -2,401 -0,349 2,249 1,223 3,986 4,034 1,411
-6,964 -2,217 -6,226 -1,192 1,714 0,858 -3,548 4,301 4,973 2,093 4,845 4,890 5,199 3,859 0,000
-8,662 -5,628 -6,899 -4,257 7,713 3,946 -1,014 6,537 10,633 4,186 8,133 8,383 5,199 4,736 0,529
-8,153 -5,458 -11,779 -4,428 1,371 13,726 -0,169 8,945 9,261 5,407 9,517 10,305 3,986 5,788 3,705
-7,983 -5,117 -6,226 -2,725 10,113 17,673 1,352 7,053 8,060 1,047 6,921 5,240 -4,332 -1,052 0,176
-18,683 -15,350 -13,293 -10,388 0,000 5,834 -4,055 -1,204 6,002 -6,803 -1,384 -1,747 -11,610 -8,068 -8,115
-21,401 -14,497 -18,678 -9,707 -1,200 1,544 -9,462 -6,193 2,058 -10,989 -7,440 -4,890 -13,343 -10,348 -11,996
-25,477 -20,126 -22,211 -14,135 -0,686 -5,662 -13,855 -12,730 1,886 -15,176 -10,901 -6,113 -14,730 -12,628 -13,936
-22,759 -19,443 -28,437 -12,602 -10,627 -9,437 -17,911 -15,654 -0,343 -17,443 -15,746 -7,859 -16,462 -14,733 -16,582
-20,551 -17,397 -24,062 -8,515 -2,057 -11,839 -14,024 -14,106 0,343 -15,699 -15,227 -7,859 -15,423 -15,435 -17,993
-30,233 -28,142 -33,317 -13,283 -11,141 -21,790 -14,362 -14,966 -2,229 -13,955 -14,535 -9,955 -12,997 -14,909 -19,228
-32,441 -25,924 -32,812 -12,091 -10,970 -17,158 -13,011 -11,526 -6,517 -9,768 -12,112 -10,654 -7,625 -10,699 -16,759
-38,215 -28,483 -25,745 -20,947 -8,399 -15,099 -11,490 -11,354 -9,089 -8,373 -8,825 -10,305 -4,852 -6,840 -11,466
-35,838 -26,266 -25,240 -26,056 -17,312 -16,986 -16,559 -13,246 -10,804 -9,943 -9,171 -9,606 -6,065 -5,262 -7,409
-28,534 -21,661 -19,182 -27,759 -11,998 -18,874 -20,614 -17,547 -11,319 -13,955 -11,074 -10,829 -9,531 -7,191 -6,880
-25,137 -24,389 -23,389 -33,038 -21,939 -24,536 -25,852 -24,083 -19,036 -18,839 -16,438 -13,798 -12,997 -9,997 -9,173
-16,645 -17,908 -22,043 -30,143 -20,054 -20,589 -25,852 -23,739 -19,208 -18,490 -17,649 -12,750 -11,610 -8,594 -8,115
-23,778 -26,266 -25,240 -37,466 -19,883 -26,423 -24,669 -25,976 -16,635 -16,920 -15,919 -12,051 -7,278 -5,262 -5,469
-29,893 -30,529 -35,336 -36,955 -30,167 -26,423 -23,656 -23,051 -17,150 -11,513 -12,977 -9,257 0,866 1,228 -0,706
-28,534 -27,971 -28,269 -28,440 -18,683 -14,927 -15,883 -17,547 -13,891 -5,407 -6,229 -5,589 6,585 7,016 6,703
-29,723 -32,235 -28,269 -28,099 -21,939 -9,780 -13,687 -15,998 -10,976 -5,059 -4,153 -4,192 4,159 6,490 10,232
-22,080 -26,095 -29,447 -19,074 -16,626 -10,295 -13,011 -11,182 -7,031 -5,582 -4,672 -2,445 -1,386 2,631 7,762
-26,666 -28,483 -34,158 -12,091 -8,741 -21,276 -8,111 -8,257 -1,372 -6,105 -3,980 -1,572 -6,758 -2,105 3,881
-31,931 -27,459 -44,591 -6,471 -12,341 -19,732 -8,111 -6,709 -0,514 -7,326 -5,883 -1,572 -9,358 -4,911 -1,588
-30,063 -23,196 -37,692 -6,982 -0,686 -7,035 -8,786 -5,505 2,744 -7,849 -4,499 0,873 -10,224 -5,086 -1,588
-29,044 -24,560 -31,971 -15,838 -7,027 -10,809 -11,490 -7,741 2,058 -7,849 -4,153 0,175 -10,571 -5,613 -1,588
