Fp1 Fpz Fp2 F3 Fz F4 C3 Cz C4 P3 Pz P4 O1 Oz O2
-11,550 -10,404 13,798 -2,384 0,171 -3,946 0,338 5,333 -5,488 2,791 6,229 -4,192 3,466 1,052 -10,584
-19,702 -17,056 -9,928 -6,131 -11,998 -9,780 -0,169 8,257 -6,345 3,489 7,094 -2,794 3,639 1,228 -9,526
-26,326 -20,637 -18,173 -6,301 -6,342 -13,898 2,872 11,354 -4,459 5,233 9,690 -1,048 4,506 2,806 -5,821
-37,196 -29,336 -25,576 -13,624 -17,312 -21,790 2,704 10,666 -7,203 7,326 10,728 0,175 7,971 6,665 0,000
-32,610 -23,025 -15,649 -14,986 -17,483 -19,903 4,224 13,074 -7,717 11,861 14,189 4,017 14,210 12,453 7,938
-36,687 -28,994 -6,058 -23,842 -19,197 -27,109 3,886 8,773 -10,976 11,164 14,535 2,620 14,730 12,979 12,172
-42,122 -37,863 -13,966 -28,781 -33,595 -36,889 -1,183 3,096 -17,664 6,803 8,652 -1,048 10,571 9,647 10,232
-43,990 -43,492 -19,351 -29,802 -28,453 -41,007 -3,379 -0,688 -18,522 2,616 4,153 -2,794 6,585 6,490 7,762
-46,198 -49,802 -33,822 -32,698 -35,994 -41,522 -6,421 -2,752 -17,664 1,047 0,346 -2,096 5,892 5,262 5,292
-35,328 -39,910 -37,355 -22,139 -28,624 -26,080 -2,535 3,613 -10,118 5,582 2,595 2,445 8,318 6,665 5,116
-35,838 -42,127 -36,850 -19,414 -20,225 -21,619 3,379 6,709 -3,087 8,896 5,710 4,017 7,798 5,437 3,881
-42,631 -48,438 -43,413 -16,178 -25,367 -18,702 5,238 8,773 -4,459 9,419 5,364 3,144 3,119 1,228 0,176
-51,973 -55,260 -44,591 -12,262 -14,398 -15,957 9,124 11,010 -3,773 8,024 6,056 1,747 -3,639 -4,034 -4,587
-62,843 -62,594 -56,201 -12,432 -18,340 -22,820 9,462 12,902 -2,915 7,152 6,575 2,969 -7,971 -7,016 -8,291
-58,257 -53,554 -57,211 -6,131 -11,313 -22,992 12,335 18,579 2,401 9,768 10,209 6,637 -7,798 -6,139 -8,997
-56,898 -53,213 -55,023 -11,751 -7,713 -26,080 13,011 18,407 4,459 10,292 12,631 6,288 -6,065 -5,613 -9,526
-51,973 -49,120 -56,033 -15,327 -18,511 -24,536 11,152 18,579 1,886 12,036 12,285 5,764 -3,119 -3,508 -9,350
-47,557 -43,833 -44,759 -16,349 -13,712 -25,050 14,362 18,579 1,715 14,827 14,708 5,764 1,733 0,702 -5,116
-54,181 -52,190 -45,600 -24,523 -25,882 -33,115 10,814 13,246 -4,116 13,955 13,496 2,620 4,679 3,683 -1,764
-55,030 -54,919 -49,302 -23,161 -27,082 -30,884 7,266 11,010 -6,688 11,861 11,074 0,349 5,892 5,963 1,764
-64,711 -66,346 -55,864 -28,440 -25,367 -37,061 3,041 5,849 -5,316 7,326 8,479 -1,223 6,065 7,367 5,116
-72,864 -71,633 -67,475 -31,335 -35,480 -43,238 -3,379 3,268 -8,060 5,582 5,710 -1,223 8,318 10,348 8,115
-77,110 -75,215 -69,157 -32,868 -29,481 -43,409 -3,210 4,301 -8,918 8,024 9,344 1,572 12,997 15,259 13,583
-84,923 -88,689 -79,253 -39,339 -37,023 -46,326 -3,210 5,849 -8,060 11,513 13,496 4,716 16,116 18,066 17,111
-77,110 -81,867 -76,729 -33,379 -30,681 -37,061 1,183 11,182 -3,773 15,524 17,995 8,733 18,195 19,118 18,170
-73,883 -76,068 -67,307 -35,252 -23,825 -36,546 4,562 11,182 -2,058 15,176 19,899 9,606 17,329 17,539 17,288
-71,166 -67,199 -65,960 -34,741 -31,367 -34,830 3,041 11,354 -3,430 14,129 18,514 9,955 15,076 15,084 14,818
-68,448 -58,500 -57,211 -33,890 -25,196 -31,056 2,872 9,633 -2,572 11,861 16,957 8,383 11,610 11,927 12,172
-71,675 -61,229 -59,061 -37,636 -34,623 -31,227 -0,845 5,505 -7,031 9,070 13,150 5,938 8,838 9,997 9,350
-70,656 -61,059 -58,893 -29,632 -32,395 -24,193 -0,676 7,225 -8,746 10,292 12,804 6,986 8,145 9,822 9,350
-78,299 -74,192 -63,773 -28,270 -27,767 -27,453 2,197 8,945 -6,517 13,082 15,054 9,257 9,184 10,348 9,173
-77,790 -80,843 -77,739 -25,204 -32,566 -30,541 5,069 12,558 -3,773 17,792 17,130 12,051 11,784 11,225 8,820
-74,053 -79,138 -75,720 -22,139 -21,254 -31,742 10,983 14,450 0,686 20,234 19,034 12,226 11,264 8,594 5,645
-80,677 -82,549 -76,729 -29,632 -28,453 -36,203 11,659 11,698 0,171 19,711 17,649 10,305 9,184 5,262 1,235
-79,318 -74,192 -71,008 -29,292 -27,596 -33,286 12,166 11,870 -1,886 20,060 16,611 8,383 7,625 2,982 -1,588
-82,715 -74,021 -65,960 -31,676 -24,168 -37,576 13,518 10,494 -4,802 20,060 16,611 5,764 6,585 1,579 -3,528
-77,620 -69,928 -70,840 -28,440 -28,967 -33,629 12,673 12,386 -6,345 20,409 15,919 5,764 5,199 0,351 -6,174
-65,730 -65,664 -68,484 -20,777 -14,226 -24,364 15,038 16,342 0,000 20,932 17,995 8,907 5,719 1,228 -6,351
-62,164 -69,757 -75,888 -18,903 -16,797 -26,938 13,518 16,342 3,430 20,060 17,649 10,654 6,932 2,105 -5,469
-57,408 -63,617 -74,879 -10,899 -13,541 -28,310 13,855 17,374 5,488 19,536 16,784 9,955 6,585 0,877 -6,351
-65,561 -68,393 -74,037 -14,135 -12,341 -30,884 13,011 13,934 4,802 16,397 14,881 6,812 5,025 -0,877 -8,644
-68,788 -67,710 -79,253 -18,392 -21,082 -25,737 8,786 12,558 4,287 14,652 12,977 6,288 4,679 -0,877 -9,526
-66,070 -61,741 -70,335 -18,392 -11,141 -21,619 8,955 12,042 6,002 13,257 14,016 6,288 5,199 -0,351 -8,997
-65,391 -62,082 -68,316 -20,436 -16,969 -23,335 6,590 9,461 3,601 11,687 12,458 6,637 6,585 1,403 -7,762
-55,879 -54,748 -62,259 -11,751 -12,341 -19,045 8,448 11,698 2,229 13,606 13,150 8,907 10,224 5,613 -4,587
-59,276 -62,253 -61,249 -10,899 -8,570 -27,796 10,645 9,977 0,857 13,780 14,016 9,257 12,477 7,893 -1,940
-64,881 -65,834 -70,840 -8,174 -16,626 -30,884 10,138 9,289 -1,543 14,129 13,496 9,781 14,036 9,296 -0,529
-68,108 -64,982 -69,999 -9,537 -8,913 -31,914 9,969 6,193 -1,886 11,861 12,977 7,510 12,477 7,542 -0,529
-72,015 -71,122 -77,571 -22,309 -20,568 -39,463 2,028 -2,236 -8,060 6,454 7,267 1,921 8,491 3,508 -4,234
-65,900 -65,834 -76,729 -26,907 -22,968 -35,517 -4,731 -6,881 -11,147 3,140 2,942 -0,873 7,798 2,631 -5,645
-68,788 -71,122 -74,542 -33,549 -24,682 -32,771 -11,490 -14,450 -12,862 -2,268 -1,903 -4,716 4,332 0,526 -6,527
-67,938 -71,974 -79,085 -29,802 -34,280 -28,310 -16,221 -17,202 -15,778 -4,884 -7,440 -5,764 1,213 -0,351 -7,056
-68,448 -69,075 -72,018 -24,864 -25,539 -32,085 -13,011 -17,891 -15,778 -5,582 -8,133 -6,812 0,000 -0,526 -5,821
-76,431 -74,703 -75,047 -30,995 -35,652 -45,297 -14,869 -22,535 -20,751 -8,373 -11,074 -9,606 -1,040 -1,228 -5,821
-73,034 -70,269 -75,888 -32,868 -37,537 -47,527 -16,559 -24,427 -23,323 -9,943 -12,112 -9,082 -2,253 -1,052 -3,528
-75,072 -73,509 -74,374 -39,680 -38,223 -54,047 -19,262 -29,244 -22,980 -13,606 -13,843 -9,257 -5,545 -2,982 -1,235
-76,770 -72,657 -80,600 -39,680 -48,335 -53,704 -23,149 -31,136 -24,352 -14,652 -17,130 -8,733 -6,585 -3,683 -0,353
-79,658 -72,827 -80,936 -38,317 -41,479 -50,272 -23,825 -32,685 -21,608 -15,873 -18,514 -9,431 -8,664 -5,613 0,706
-86,622 -79,649 -87,162 -43,256 -48,507 -45,983 -26,359 -35,781 -21,437 -17,967 -22,148 -11,003 -11,090 -8,419 -2,646
-78,978 -72,486 -84,974 -37,466 -41,822 -30,884 -23,318 -31,136 -17,150 -13,955 -19,726 -7,161 -6,585 -4,034 -0,176
-72,354 -71,122 -81,104 -39,680 -35,823 -30,198 -20,614 -29,760 -13,720 -10,815 -15,227 -5,065 -1,386 1,052 5,469
-64,202 -66,175 -77,571 -39,850 -44,565 -33,629 -21,966 -28,556 -16,807 -8,024 -13,150 -3,668 2,773 5,262 9,350
-59,446 -63,447 -63,605 -37,125 -36,680 -39,978 -19,262 -25,976 -16,464 -4,884 -8,652 -2,096 5,545 8,244 12,525
-64,372 -72,998 -67,138 -38,999 -43,707 -51,130 -19,094 -25,288 -18,007 -3,663 -7,094 -2,620 5,545 8,419 11,819
-62,503 -67,199 -67,980 -33,379 -40,794 -49,758 -16,897 -21,847 -17,321 -2,268 -6,056 -2,969 3,466 6,314 9,350
-66,240 -65,834 -63,941 -33,719 -37,194 -55,591 -14,700 -23,051 -18,865 -3,140 -6,402 -5,589 1,213 3,683 5,469
-64,032 -60,547 -64,951 -30,313 -43,879 -53,189 -14,700 -23,223 -21,780 -3,314 -7,786 -6,462 2,253 3,508 1,940
-55,200 -51,678 -57,715 -27,078 -32,909 -42,208 -12,842 -22,535 -18,693 -4,012 -7,267 -4,890 3,466 4,209 1,764
-50,614 -49,461 -60,912 -30,484 -35,652 -36,889 -14,869 -23,567 -19,551 -5,756 -8,306 -5,065 3,119 3,332 0,706
-45,179 -42,298 -56,033 -24,864 -28,453 -27,796 -14,362 -20,299 -20,408 -4,710 -7,440 -5,764 3,986 3,508 -0,882
-55,030 -52,190 -52,331 -29,802 -23,996 -28,139 -13,518 -19,955 -19,894 -4,535 -5,883 -6,986 4,679 3,859 -1,764
-57,578 -58,330 -61,081 -30,995 -32,738 -25,394 -14,700 -18,063 -19,551 -4,884 -5,710 -7,335 2,773 2,982 -2,999
-50,274 -54,578 -60,912 -26,567 -23,482 -25,565 -11,828 -15,310 -16,121 -5,582 -4,499 -8,558 -1,213 -0,175 -4,939
-53,162 -56,454 -67,475 -26,567 -29,481 -34,830 -10,983 -14,966 -16,464 -6,454 -5,364 -9,431 -4,332 -3,157 -7,938
-51,294 -50,825 -65,624 -21,117 -27,424 -36,889 -9,969 -13,762 -15,949 -7,152 -5,883 -9,257 -6,065 -5,262 -9,526
-54,690 -55,089 -64,614 -27,418 -28,796 -45,811 -13,687 -19,955 -18,693 -12,908 -10,209 -13,972 -9,877 -9,296 -12,701
-55,200 -57,989 -70,840 -31,505 -42,336 -49,758 -22,473 -25,632 -25,896 -18,141 -16,784 -18,339 -12,477 -11,751 -16,406
-59,276 -60,035 -62,090 -31,335 -37,023 -48,557 -25,345 -27,868 -27,611 -19,362 -17,303 -18,513 -11,610 -10,173 -14,465
-71,675 -72,145 -64,278 -34,911 -45,250 -50,272 -27,373 -30,448 -29,840 -20,234 -17,995 -17,815 -11,784 -9,647 -11,996
-66,750 -68,222 -67,643 -29,462 -40,965 -43,066 -24,669 -28,384 -28,811 -20,060 -17,995 -17,116 -14,383 -11,927 -12,172
-60,295 -66,175 -72,355 -31,846 -33,766 -40,149 -22,473 -27,524 -28,125 -20,757 -17,822 -17,465 -16,809 -14,909 -14,642
-53,162 -60,547 -78,076 -34,060 -38,737 -33,115 -22,473 -23,051 -28,297 -17,443 -16,784 -15,370 -13,690 -13,505 -14,995
-53,502 -57,989 -70,672 -34,911 -29,995 -28,997 -18,080 -18,579 -24,009 -13,082 -11,939 -12,226 -10,224 -10,524 -11,466
-64,372 -66,005 -74,205 -37,466 -38,394 -33,973 -19,094 -18,235 -22,466 -12,036 -10,209 -10,479 -10,224 -9,647 -10,055
-64,372 -62,082 -75,215 -26,907 -33,938 -35,174 -16,559 -13,074 -16,807 -8,198 -6,575 -6,113 -7,971 -6,665 -7,409
-67,259 -63,788 -71,513 -24,183 -25,710 -42,723 -10,307 -10,149 -10,633 -3,663 -2,076 -2,620 -3,466 -2,806 -3,881
-63,692 -58,671 -69,494 -20,947 -28,796 -42,037 -5,914 -7,569 -9,261 0,698 -0,692 -0,699 1,040 0,175 -2,823
-52,313 -48,949 -57,042 -14,135 -14,055 -28,654 0,676 -5,849 -6,688 4,186 2,076 0,000 5,892 3,508 -0,706
-44,500 -49,290 -56,537 -14,475 -16,797 -20,075 0,676 -8,429 -10,118 3,838 0,865 -1,747 7,798 5,437 1,411
-35,328 -44,685 -51,826 -9,877 -12,170 -10,466 -0,338 -7,913 -10,976 3,140 -0,173 -2,794 5,892 4,385 1,235
-40,933 -53,043 -47,788 -14,475 -11,141 -16,643 -2,704 -11,354 -11,147 0,174 -1,730 -5,414 2,079 0,351 -2,999
-44,670 -53,043 -51,321 -13,454 -21,939 -22,648 -5,576 -11,526 -12,348 -0,174 -3,634 -5,938 1,040 -1,403 -7,409
-43,481 -46,220 -46,105 -8,515 -13,541 -25,050 -2,535 -9,977 -9,947 1,047 -2,422 -6,637 2,253 -1,052 -9,173
-43,311 -45,538 -52,836 -9,026 -19,197 -33,286 -2,197 -11,182 -12,862 1,221 -3,807 -8,558 4,159 -0,351 -10,937
-33,630 -33,429 -51,321 -0,681 -13,541 -27,796 0,507 -8,085 -11,490 2,791 -3,288 -6,462 4,852 0,175 -10,761
-34,309 -32,406 -44,927 -0,681 -6,170 -21,619 3,717 -7,569 -4,973 2,616 -1,730 -3,318 2,599 -0,526 -8,644
-37,196 -33,429 -46,946 -1,022 -10,456 -12,010 2,872 -7,397 -1,029 1,221 -2,942 -1,572 -2,079 -3,508 -8,644
-40,423 -36,669 -44,086 -3,065 0,000 -5,662 2,028 -8,773 -0,171 -1,919 -4,153 -3,318 -7,278 -8,594 -11,290
-49,255 -46,732 -50,312 -15,157 -9,599 -12,354 -5,745 -13,590 -6,517 -7,501 -8,998 -7,161 -11,957 -13,681 -16,053
-48,406 -41,274 -44,927 -18,733 -11,141 -13,212 -11,152 -13,074 -10,118 -10,292 -11,593 -8,209 -12,823 -14,733 -17,288
-49,425 -44,003 -40,552 -22,990 -11,827 -15,957 -14,531 -14,450 -13,891 -13,780 -13,150 -10,829 -13,517 -15,435 -16,935
-42,631 -43,662 -48,797 -21,798 -22,625 -19,045 -18,756 -13,934 -18,865 -15,873 -15,573 -12,750 -13,863 -15,785 -17,464
-33,290 -39,739 -45,937 -20,947 -15,426 -27,281 -18,080 -13,074 -15,435 -15,524 -14,535 -12,750 -11,784 -13,856 -15,700
-38,046 -45,027 -50,480 -27,589 -24,339 -36,546 -20,107 -16,686 -13,377 -15,524 -15,227 -13,972 -9,531 -11,050 -13,054
-39,065 -41,957 -50,480 -22,480 -21,597 -30,198 -17,742 -15,998 -10,976 -12,385 -14,189 -13,972 -5,372 -6,490 -8,820
-47,897 -48,097 -51,994 -19,074 -16,626 -27,796 -12,335 -18,063 -12,176 -10,292 -13,323 -16,068 -1,733 -3,332 -5,469
-54,521 -51,337 -59,903 -14,475 -24,339 -25,565 -10,138 -18,235 -17,836 -7,849 -14,016 -17,465 1,560 -1,403 -4,057
-54,521 -51,337 -54,687 -13,283 -17,997 -25,737 -5,238 -16,342 -16,464 -3,838 -10,901 -15,894 5,719 0,702 -3,175
-59,956 -59,353 -59,735 -24,523 -30,510 -35,517 -5,576 -17,719 -18,007 -2,442 -8,825 -14,846 7,451 0,526 -4,587
-58,597 -58,842 -62,090 -30,484 -35,137 -39,120 -7,942 -17,719 -20,408 -1,395 -7,267 -13,623 7,625 -0,702 -6,880
-63,692 -67,881 -67,138 -42,575 -38,737 -49,758 -13,349 -22,707 -24,695 -3,838 -7,613 -13,972 5,025 -2,806 -7,585
-69,127 -73,850 -81,946 -49,898 -53,992 -57,650 -22,135 -27,008 -32,070 -7,675 -11,420 -14,846 0,520 -5,788 -8,820
-74,562 -76,750 -85,816 -50,579 -49,364 -55,935 -23,656 -28,212 -32,413 -10,466 -12,804 -14,671 -2,946 -8,068 -8,644
-84,414 -85,789 -94,229 -55,347 -57,248 -54,734 -25,007 -31,481 -33,442 -13,606 -16,092 -15,719 -6,758 -11,050 -10,055
-81,356 -79,990 -91,032 -49,728 -53,477 -45,983 -23,487 -30,276 -30,698 -12,559 -17,303 -15,020 -6,758 -11,401 -11,290
-81,866 -79,308 -84,806 -48,025 -47,478 -45,468 -21,290 -32,169 -26,582 -10,815 -16,784 -14,671 -5,025 -10,524 -10,584
-80,507 -78,114 -85,648 -47,684 -54,163 -48,042 -21,966 -33,029 -26,582 -9,594 -17,649 -13,972 -4,506 -9,647 -9,702
-78,639 -78,626 -78,076 -46,322 -46,793 -49,071 -21,121 -34,061 -25,553 -11,687 -17,649 -14,671 -6,758 -10,874 -9,173
-81,186 -84,254 -77,571 -44,789 -53,649 -52,846 -24,501 -35,437 -28,297 -15,873 -20,764 -17,465 -11,264 -14,733 -12,348
-71,335 -75,897 -68,821 -31,165 -46,279 -45,811 -21,966 -28,556 -25,381 -14,652 -19,726 -15,894 -12,130 -16,136 -14,642
-63,692 -72,145 -63,268 -27,248 -37,366 -45,811 -17,573 -24,944 -21,266 -14,652 -17,476 -16,417 -14,383 -17,890 -16,582
-48,916 -59,012 -64,278 -22,480 -38,394 -38,434 -15,545 -19,611 -19,036 -12,559 -16,438 -15,370 -15,769 -18,241 -18,170
-33,290 -42,127 -49,975 -17,030 -20,568 -27,453 -10,138 -13,762 -12,691 -8,547 -11,766 -13,099 -14,383 -16,487 -16,582
-30,912 -38,034 -46,610 -19,925 -21,425 -26,766 -9,800 -14,794 -13,205 -6,454 -10,382 -13,274 -11,610 -14,032 -15,171
-24,288 -28,312 -41,898 -14,135 -15,769 -17,329 -7,266 -12,902 -13,205 -1,744 -7,613 -10,479 -5,719 -8,945 -11,643
-30,912 -34,623 -43,581 -14,646 -10,970 -12,697 -4,224 -14,622 -12,176 0,000 -4,499 -9,781 -2,253 -6,139 -8,997
-41,612 -41,445 -57,211 -11,580 -19,540 -9,608 -5,238 -15,654 -13,720 -0,523 -5,883 -10,479 -2,773 -7,191 -10,232
-46,878 -43,833 -58,725 -9,026 -11,484 -9,265 -4,224 -16,514 -12,519 -2,093 -6,575 -11,527 -3,812 -8,419 -11,290
-50,105 -49,973 -64,951 -11,410 -20,225 -21,104 -7,266 -19,611 -17,493 -5,059 -9,344 -13,274 -5,025 -8,945 -11,819
-42,122 -42,639 -59,061 -7,323 -20,054 -27,281 -8,111 -18,063 -19,036 -6,280 -10,036 -11,702 -5,545 -8,419 -10,055
-41,612 -43,150 -46,778 -14,646 -19,711 -37,747 -9,462 -19,783 -19,036 -8,547 -10,555 -11,353 -6,065 -8,594 -8,115
-39,065 -41,104 -39,543 -18,733 -28,624 -37,919 -13,855 -20,815 -22,294 -11,338 -13,843 -12,750 -8,838 -11,225 -10,408
-34,818 -36,669 -28,437 -19,074 -18,340 -28,654 -14,869 -20,987 -21,951 -13,606 -15,746 -15,020 -12,997 -15,435 -13,760
-37,876 -39,398 -33,485 -23,161 -22,625 -26,595 -17,066 -22,363 -21,266 -15,350 -18,341 -17,989 -15,769 -18,592 -17,641
-35,328 -35,987 -37,692 -19,584 -18,854 -22,477 -15,883 -19,955 -18,350 -15,350 -19,380 -18,513 -17,329 -20,170 -19,934
-40,593 -42,127 -44,422 -24,012 -16,969 -29,855 -14,869 -22,363 -16,635 -18,141 -20,764 -19,212 -20,101 -21,573 -20,640
-41,952 -43,833 -57,042 -24,523 -28,110 -34,659 -16,728 -24,255 -17,664 -19,362 -23,013 -18,513 -19,928 -20,872 -20,110
-41,442 -41,957 -54,687 -23,161 -22,111 -32,771 -15,545 -25,116 -16,121 -19,188 -22,148 -17,465 -17,502 -19,293 -19,228
-49,425 -47,585 -57,547 -30,484 -30,167 -32,428 -18,756 -28,040 -18,693 -20,757 -23,186 -19,037 -17,849 -21,047 -21,345
-49,425 -43,662 -53,509 -28,781 -29,310 -25,737 -21,628 -26,664 -18,865 -21,630 -24,398 -20,435 -19,235 -23,327 -24,697
-55,370 -49,120 -47,619 -32,527 -27,424 -27,281 -24,501 -27,524 -21,094 -23,200 -24,917 -24,102 -20,448 -24,906 -26,637
-58,597 -52,360 -49,639 -33,719 -37,194 -30,369 -27,880 -26,148 -26,067 -22,851 -25,782 -25,500 -19,755 -24,380 -27,696
-59,616 -54,407 -46,105 -31,505 -30,681 -36,203 -24,669 -23,739 -23,666 -20,757 -22,667 -23,229 -19,235 -22,450 -24,168
-63,183 -61,400 -54,855 -36,104 -39,937 -42,037 -26,021 -25,632 -22,809 -20,757 -21,975 -21,308 -20,101 -20,872 -20,463
-54,181 -53,384 -57,547 -34,401 -36,851 -30,026 -26,359 -23,223 -19,208 -18,664 -19,726 -16,592 -17,329 -17,364 -16,053
-48,746 -52,702 -56,369 -41,553 -32,566 -28,825 -27,373 -24,600 -16,292 -18,315 -16,957 -13,972 -14,036 -14,733 -13,231
-41,103 -49,290 -54,687 -44,789 -40,622 -28,482 -30,752 -25,632 -17,493 -17,269 -16,092 -12,226 -11,437 -13,330 -13,054
-36,007 -47,414 -43,413 -42,916 -33,595 -27,109 -29,063 -25,460 -17,321 -16,048 -13,670 -11,527 -9,704 -12,102 -13,054
-38,725 -50,314 -48,292 -43,086 -40,108 -36,031 -28,894 -25,976 -19,722 -15,699 -13,323 -12,226 -9,184 -11,050 -13,583
-38,046 -40,763 -46,610 -36,274 -35,823 -38,262 -25,176 -22,019 -18,007 -14,303 -12,112 -12,575 -10,571 -11,576 -14,289
-43,990 -39,228 -41,057 -37,125 -31,195 -39,291 -21,797 -20,643 -18,693 -14,652 -12,112 -15,020 -12,823 -13,330 -15,524
-41,782 -32,576 -40,047 -27,759 -34,280 -32,428 -19,600 -15,826 -20,751 -13,431 -12,285 -15,020 -11,437 -11,751 -14,995
-37,026 -27,459 -32,812 -17,541 -20,568 -22,477 -14,869 -12,214 -17,664 -13,257 -10,209 -13,972 -10,397 -10,173 -12,525
-37,196 -34,793 -36,850 -19,925 -25,539 -17,501 -16,221 -14,450 -17,150 -15,001 -11,593 -14,496 -10,917 -10,173 -11,643
-31,082 -33,941 -35,672 -18,563 -22,796 -10,295 -16,897 -15,654 -16,635 -15,524 -13,496 -15,195 -12,650 -11,576 -12,172
-36,007 -40,763 -36,682 -24,693 -20,740 -13,383 -18,587 -21,159 -16,978 -17,967 -16,957 -17,989 -15,943 -15,785 -15,877
-36,517 -40,422 -43,413 -28,610 -30,338 -17,673 -22,642 -24,255 -18,865 -19,188 -21,629 -19,212 -18,195 -19,293 -20,640
-33,290 -34,111 -34,831 -28,781 -23,311 -20,246 -20,614 -23,911 -16,292 -17,967 -21,975 -17,815 -18,195 -20,346 -21,698
-30,912 -32,747 -31,129 -28,270 -29,138 -26,251 -18,925 -23,739 -17,836 -16,571 -21,975 -17,465 -17,849 -21,223 -21,345
-18,513 -23,366 -26,586 -18,052 -23,311 -23,678 -14,531 -17,891 -16,292 -13,257 -19,899 -15,719 -16,809 -21,573 -21,522
-23,099 -32,064 -31,466 -17,030 -16,283 -26,080 -10,138 -13,590 -10,976 -9,943 -14,881 -12,750 -14,036 -19,118 -19,405
-32,950 -39,910 -47,283 -19,414 -22,282 -25,394 -8,955 -8,085 -7,374 -5,059 -9,517 -6,637 -8,318 -13,505 -14,995
-47,217 -50,314 -58,220 -22,820 -30,338 -43,409 -13,349 -21,675 -30,012 -17,443 -23,013 -30,564 -5,025 -3,683 -13,054
-50,614 -55,942 -61,081 -27,078 -37,880 -45,468 -16,052 -22,707 -32,413 -19,013 -23,878 -29,866 -8,664 -6,490 -14,465
-52,143 -56,113 -61,922 -25,545 -34,795 -39,635 -17,404 -19,955 -26,582 -18,839 -22,494 -23,578 -10,744 -8,419 -15,347
-64,881 -68,563 -71,513 -36,614 -35,480 -49,243 -19,094 -22,535 -24,524 -19,362 -20,591 -20,435 -10,571 -9,997 -15,877
-71,675 -75,044 -89,686 -42,745 -50,564 -57,136 -22,304 -25,288 -36,014 -17,967 -21,456 -20,609 -8,145 -9,997 -16,582
-69,127 -71,122 -84,638 -34,401 -39,937 -51,474 -18,249 -23,051 -36,357 -15,001 -19,034 -20,085 -7,105 -10,699 -17,641
-72,015 -71,633 -81,441 -24,012 -40,451 -45,811 -14,869 -20,299 -29,154 -15,176 -17,130 -18,513 -6,065 -10,699 -18,876
-66,240 -66,687 -73,701 -10,388 -31,367 -44,267 -12,504 -15,998 -20,751 -14,827 -14,708 -14,496 -2,079 -7,717 -16,229
-67,599 -71,633 -68,653 -14,646 -28,110 -49,586 -15,545 -19,095 -19,036 -17,094 -14,362 -12,750 1,386 -3,859 -10,761
-65,900 -70,951 -73,701 -21,628 -41,479 -45,983 -23,656 -21,847 -21,780 -17,967 -16,957 -12,226 4,679 0,526 -6,174
-57,918 -62,253 -64,783 -23,161 -30,852 -40,321 -21,797 -19,783 -16,121 -13,606 -14,189 -10,130 7,451 4,736 -1,058
-56,898 -61,741 -65,287 -31,335 -37,366 -43,752 -20,107 -20,127 -14,234 -9,419 -12,631 -10,829 7,278 5,613 0,882
-50,614 -53,725 -60,408 -32,016 -35,137 -36,375 -18,756 -20,127 -15,263 -8,722 -12,977 -12,750 2,253 1,228 -1,764
-53,162 -56,113 -57,379 -36,785 -35,309 -32,428 -21,797 -26,492 -21,437 -13,257 -17,476 -18,339 -4,679 -4,911 -5,998
-53,841 -54,748 -60,912 -34,741 -45,422 -29,340 -26,359 -29,072 -27,439 -15,176 -22,494 -20,609 -6,758 -7,717 -9,173
-54,011 -54,578 -54,350 -34,741 -34,452 -34,830 -22,304 -27,524 -24,867 -13,780 -20,418 -18,863 -5,372 -7,191 -7,409
-62,673 -72,315 -63,605 -47,684 -46,621 -52,503 -23,149 -30,792 -29,669 -16,048 -22,321 -21,482 -10,224 -11,401 -10,232
-61,145 -73,339 -64,278 -44,619 -45,422 -50,616 -23,656 -29,588 -30,869 -17,792 -24,224 -23,054 -16,289 -17,013 -15,700
-62,843 -71,463 -61,922 -36,444 -38,565 -49,929 -19,769 -26,836 -28,297 -16,048 -22,494 -22,006 -18,369 -18,592 -18,699
-62,334 -65,834 -70,672 -26,737 -42,165 -47,356 -16,390 -20,815 -24,867 -11,687 -18,687 -14,846 -14,036 -14,032 -16,229
-57,238 -55,430 -68,316 -20,777 -27,767 -40,149 -11,828 -15,138 -14,234 -9,594 -12,458 -6,637 -8,491 -8,068 -8,644
-58,937 -53,213 -71,008 -22,820 -33,766 -35,002 -15,207 -16,686 -13,205 -13,082 -13,670 -8,733 -9,184 -8,945 -8,468
-52,313 -45,197 -62,427 -15,497 -27,082 -24,879 -14,869 -14,450 -13,891 -12,908 -14,881 -11,527 -11,264 -11,225 -12,172
-49,425 -47,244 -49,639 -16,178 -18,854 -27,796 -10,645 -13,934 -15,092 -11,687 -13,150 -14,147 -14,903 -13,856 -13,760
-46,878 -51,167 -48,629 -19,584 -30,510 -31,742 -13,180 -16,342 -21,437 -14,478 -16,611 -18,339 -21,314 -19,118 -18,346
-43,481 -50,484 -38,701 -17,030 -23,825 -32,943 -11,828 -16,514 -25,553 -14,652 -17,995 -19,037 -23,914 -21,398 -20,463
-46,368 -50,143 -42,235 -20,777 -33,595 -38,262 -12,335 -18,235 -27,611 -15,350 -19,034 -16,941 -23,394 -20,697 -18,346
-39,914 -39,739 -46,273 -18,222 -34,280 -37,233 -14,362 -17,719 -22,980 -17,269 -20,245 -12,226 -21,314 -18,767 -15,171
-42,971 -44,515 -49,302 -17,030 -29,481 -36,546 -14,024 -18,407 -17,150 -18,839 -19,553 -10,654 -18,195 -16,136 -11,996
