## [iView]
## Converted from:	abcedf
## Date:	00.00.0000 00:00:00
## Version:	IDF Converter 0.0.00
## IDF Version:	0
## Sample Rate:	500
## Separator Type:	Unknown
## Trial Count:	1
## Uses Plane File:	False
## Number of Samples:	4651                                                                                                                                                                                                                                                            
## Reversed:	none
## [Run]
## Subject:	abcedf                                                                                                                                                                                                                                                          
## Description:	abc                                                                                                                                                                                                                                                             
## [Calibration]
## Calibration Type:	5-point
## Calibration Area:	1920 1200
## Calibration Point 0:	Position(960;600)
## Calibration Point 1:	Position(480;120)
## Calibration Point 2:	Position(1728;300)
## Calibration Point 3:	Position(1440;1080)
## Calibration Point 4:	Position(192;900)
## [Geometry]
## Stimulus Dimension [mm]:	474 297
## Head Distance [mm]:	700
## [Hardware Setup]
## System ID:	abcdefaoe
## Operating System :	0.0
## iView X Version:	0.0.00
## [Filter Settings]
## Heuristic:	False
## Heuristic Stage:	0
## Bilateral:	True
## Gaze Cursor Filter:	True
## Saccade Length [px]:	80
## Filter Depth [ms]:	20
## Format:	LEFT, RIGHT, RAW, DIAMETER, CR, POR, QUALITY, PLANE, HEADPOSITION, HEADROTATION, EYEPOSITION, GAZEVECTOR, TRIGGER, MSG, FRAMECOUNTER
## 
Time	Type	Trial	L Raw X [px]	L Raw Y [px]	R Raw X [px]	R Raw Y [px]	L Dia X [px]	L Dia Y [px]	L Mapped Diameter [mm]	R Dia X [px]	R Dia Y [px]	R Mapped Diameter [mm]	L CR1 X [px]	L CR1 Y [px]	L CR2 X [px]	L CR2 Y [px]	R CR1 X [px]	R CR1 Y [px]	R CR2 X [px]	R CR2 Y [px]	L POR X [px]	L POR Y [px]	R POR X [px]	R POR Y [px]	Timing	Latency	L Validity	R Validity	Pupil Confidence	L Plane	R Plane	H POS X [mm]	H POS Y [mm]	H POS Z [mm]	H ROT X [mm]	H ROT Y [mm]	H ROT Z [mm]	L EPOS X	L EPOS Y	L EPOS Z	R EPOS X	R EPOS Y	R EPOS Z	L GVEC X	L GVEC Y	L GVEC Z	R GVEC X	R GVEC Y	R GVEC Z	Trigger	Frame	Aux1
16299976725	SMP	1	498.55	472.48	725.78	469.87	10.53	10.53	3.13	10.10	10.10	3.12	496.52	479.00	502.50	479.00	721.52	476.00	726.44	476.00	1050.46	448.89	1050.46	448.89	0	706	0	0	3	1	1	0.00	0.00	0.00	0.00	0.00	0.00	-39.80	9.35	693.86	24.10	10.33	702.72	0.11	0.34	-0.93	-0.02	0.34	-0.94	65535		
16299978729	SMP	1	498.33	472.71	726.08	470.01	10.39	10.39	3.13	10.31	10.31	3.12	496.56	479.00	502.51	479.00	721.53	476.00	726.46	476.00	1052.02	460.65	1052.02	460.65	0	909	0	0	3	1	1	0.00	0.00	0.00	0.00	0.00	0.00	-39.78	9.34	693.56	24.11	10.33	703.05	0.09	0.32	-0.94	0.00	0.33	-0.94	65535		
16299980734	SMP	1	498.41	472.63	725.97	469.96	10.68	10.68	3.14	10.28	10.28	3.12	496.60	479.00	502.51	479.00	721.54	476.00	726.49	476.00	1048.08	456.39	1048.08	456.39	0	665	0	0	3	1	1	0.00	0.00	0.00	0.00	0.00	0.00	-39.75	9.34	693.28	24.13	10.34	703.36	0.10	0.33	-0.94	-0.01	0.33	-0.94	65535		
16299982726	SMP	1	498.13	472.72	725.83	469.82	10.20	10.20	3.13	10.25	10.25	3.12	496.67	479.00	502.51	479.00	721.55	476.00	726.52	476.00	1022.95	456.77	1022.95	456.77	0	651	0	0	3	1	1	0.00	0.00	0.00	0.00	0.00	0.00	-39.73	9.34	693.05	24.14	10.34	703.66	0.07	0.32	-0.94	-0.02	0.34	-0.94	65535		
16299984730	SMP	1	497.93	472.78	725.50	469.79	10.20	10.20	3.12	10.13	10.13	3.12	496.46	479.00	502.51	479.00	720.06	476.00	726.54	476.00	1033.00	458.08	1033.00	458.08	0	669	0	0	3	1	1	0.00	0.00	0.00	0.00	0.00	0.00	-39.74	9.33	692.70	23.91	10.33	702.97	0.07	0.32	-0.95	0.01	0.35	-0.94	65535		
16299986727	SMP	1	497.92	472.79	725.61	469.96	10.21	10.21	3.11	10.23	10.23	3.12	496.48	479.00	501.00	479.00	720.17	476.00	726.56	476.00	1065.93	462.12	1065.93	462.12	0	668	0	0	3	1	1	0.00	0.00	0.00	0.00	0.00	0.00	-40.00	9.34	693.49	23.91	10.32	702.34	0.12	0.32	-0.94	0.01	0.34	-0.94	65535		
16299988726	SMP	1	497.86	472.71	725.76	469.87	10.20	10.20	3.10	10.34	10.34	3.12	496.48	479.00	501.00	479.00	720.26	476.00	726.58	476.00	1071.07	458.51	1071.07	458.51	0	653	0	0	3	1	1	0.00	0.00	0.00	0.00	0.00	0.00	-40.04	9.35	694.28	23.90	10.31	701.76	0.12	0.32	-0.94	0.02	0.34	-0.94	65535		
16299990726	SMP	1	497.94	472.80	725.62	469.87	10.36	10.36	3.11	10.34	10.34	3.13	496.49	479.00	501.00	479.00	720.32	476.00	726.62	476.00	1066.11	459.23	1066.11	459.23	0	654	0	0	3	1	1	0.00	0.00	0.00	0.00	0.00	0.00	-40.09	9.36	695.07	23.90	10.30	701.18	0.12	0.32	-0.94	0.00	0.34	-0.94	65535		
16299992725	SMP	1	497.88	473.09	725.48	469.89	10.25	10.25	3.11	10.21	10.21	3.12	496.49	479.00	501.03	479.00	720.38	476.00	726.67	476.00	1053.01	466.43	1053.01	466.43	0	668	0	0	3	1	1	0.00	0.00	0.00	0.00	0.00	0.00	-40.13	9.37	695.82	23.89	10.30	700.62	0.11	0.30	-0.95	-0.01	0.34	-0.94	65535		
16299994728	SMP	1	497.86	472.77	725.71	469.96	10.37	10.37	3.11	10.32	10.32	3.12	496.49	479.00	501.09	479.00	720.43	476.00	726.71	476.00	1062.20	463.75	1062.20	463.75	0	871	0	0	3	1	1	0.00	0.00	0.00	0.00	0.00	0.00	-40.16	9.38	696.51	23.89	10.29	700.07	0.11	0.32	-0.94	0.00	0.33	-0.94	65535		
16299996737	SMP	1	497.81	472.91	725.84	469.96	10.29	10.29	3.11	10.30	10.30	3.12	496.50	479.00	501.14	479.00	720.46	476.00	726.75	476.00	1064.59	466.66	1064.59	466.66	0	865	0	0	3	1	1	0.00	0.00	0.00	0.00	0.00	0.00	-40.19	9.39	697.16	23.88	10.28	699.53	0.11	0.31	-0.94	0.01	0.33	-0.94	65535		
16299998733	SMP	1	497.78	472.93	725.93	469.99	10.28	10.28	3.11	10.24	10.24	3.12	496.50	479.00	501.17	479.00	720.48	476.00	726.52	476.00	1072.02	469.58	1072.02	469.58	0	663	0	0	3	1	1	0.00	0.00	0.00	0.00	0.00	0.00	-40.22	9.40	697.77	23.83	10.27	699.12	0.10	0.31	-0.95	0.02	0.33	-0.94	65535		
16300000725	SMP	1	497.71	472.82	726.00	469.89	10.53	10.53	3.13	10.20	10.20	3.12	496.50	479.00	501.19	479.00	720.51	476.00	726.52	476.00	1073.21	466.09	1073.21	466.09	0	772	0	0	3	1	1	0.00	0.00	0.00	0.00	0.00	0.00	-40.25	9.41	698.36	23.83	10.27	698.74	0.10	0.32	-0.94	0.02	0.34	-0.94	65535		
16300002736	SMP	1	497.73	473.01	725.93	469.99	10.24	10.24	3.12	10.24	10.24	3.11	496.51	479.00	501.22	479.00	720.52	476.00	726.51	476.00	1073.09	473.11	1073.09	473.11	0	660	0	0	3	1	1	0.00	0.00	0.00	0.00	0.00	0.00	-40.28	9.42	698.93	23.81	10.26	698.37	0.10	0.30	-0.95	0.02	0.33	-0.94	65535		
16300004725	SMP	1	497.80	472.95	725.64	469.93	10.20	10.20	3.12	10.28	10.28	3.11	496.51	479.00	501.24	479.00	720.55	476.00	726.51	476.00	1066.52	473.94	1066.52	473.94	0	645	0	0	3	1	1	0.00	0.00	0.00	0.00	0.00	0.00	-40.30	9.42	699.47	23.81	10.26	698.02	0.10	0.31	-0.95	0.00	0.33	-0.94	65535		
16300006723	SMP	1	497.73	473.09	725.87	469.93	10.29	10.29	3.12	10.24	10.24	3.11	496.51	479.00	501.26	479.00	720.57	476.00	726.50	476.00	1069.44	478.12	1069.44	478.12	0	641	0	0	3	1	1	0.00	0.00	0.00	0.00	0.00	0.00	-40.33	9.43	699.98	23.80	10.25	697.69	0.09	0.30	-0.95	0.01	0.33	-0.94	65535		
16300008723	SMP	1	497.82	472.99	725.66	469.95	10.45	10.45	3.13	10.25	10.25	3.11	496.52	479.00	501.28	479.00	720.59	476.00	726.50	476.00	1064.92	479.03	1064.92	479.03	0	852	0	0	3	1	1	0.00	0.00	0.00	0.00	0.00	0.00	-40.35	9.44	700.48	23.79	10.25	697.38	0.10	0.31	-0.95	0.00	0.33	-0.94	65535		
16300010804	SMP	1	497.60	472.93	725.86	470.00	10.64	10.64	3.15	10.43	10.43	3.12	496.52	479.00	501.31	479.00	720.60	476.00	726.51	476.00	1060.83	480.35	1060.83	480.35	0	947	0	0	3	1	1	0.00	0.00	0.00	0.00	0.00	0.00	-40.38	9.44	700.95	23.78	10.24	697.07	0.08	0.31	-0.95	0.01	0.33	-0.94	65535		
16300012800	SMP	1	497.82	473.00	725.91	469.89	10.70	10.70	3.17	10.45	10.45	3.12	496.52	479.00	501.34	479.00	720.63	476.00	726.51	476.00	1062.76	481.03	1062.76	481.03	0	941	0	0	3	1	1	0.00	0.00	0.00	0.00	0.00	0.00	-40.40	9.45	701.39	23.77	10.24	696.78	0.10	0.31	-0.95	0.01	0.34	-0.94	65535		
16300014821	SMP	1	497.55	473.09	725.62	470.03	10.59	10.59	3.18	10.46	10.46	3.13	496.53	479.00	501.35	479.00	720.66	476.00	726.51	476.00	1045.98	484.54	1045.98	484.54	0	959	0	0	3	1	1	0.00	0.00	0.00	0.00	0.00	0.00	-40.42	9.45	701.82	23.77	10.24	696.51	0.08	0.30	-0.95	0.00	0.32	-0.95	65535		
16300016799	SMP	1	497.70	473.06	725.39	469.98	10.61	10.61	3.19	10.42	10.42	3.13	496.53	479.00	501.35	479.00	720.67	476.00	726.51	476.00	1034.55	486.45	1034.55	486.45	0	923	0	0	3	1	1	0.00	0.00	0.00	0.00	0.00	0.00	-40.45	9.46	702.26	23.76	10.23	696.25	0.09	0.30	-0.95	-0.02	0.33	-0.95	65535		
16300018806	SMP	1	497.81	473.09	725.50	469.90	10.52	10.52	3.19	10.56	10.56	3.14	496.53	479.00	501.39	479.00	720.68	476.00	726.52	476.00	1039.56	487.08	1039.56	487.08	0	1065	0	0	3	1	1	0.00	0.00	0.00	0.00	0.00	0.00	-40.46	9.47	702.65	23.76	10.23	695.99	0.09	0.30	-0.95	-0.01	0.33	-0.94	65535		
16300020725	SMP	1	497.74	473.17	725.55	469.99	10.55	10.55	3.20	10.56	10.56	3.15	496.54	479.00	501.40	479.00	720.70	476.00	726.52	476.00	1034.76	491.14	1034.76	491.14	0	993	0	0	3	1	1	0.00	0.00	0.00	0.00	0.00	0.00	-40.48	9.47	703.04	23.75	10.22	695.75	0.09	0.30	-0.95	-0.01	0.33	-0.95	65535		
16300022732	SMP	1	497.58	473.02	725.43	469.97	10.61	10.61	3.20	10.46	10.46	3.15	496.54	479.00	501.40	479.00	720.47	476.00	726.52	476.00	1024.22	491.05	1024.22	491.05	0	706	0	0	3	1	1	0.00	0.00	0.00	0.00	0.00	0.00	-40.50	9.48	703.43	23.71	10.22	695.37	0.08	0.31	-0.95	-0.01	0.33	-0.94	65535		
16300024724	SMP	1	497.83	472.93	725.47	469.96	10.46	10.46	3.20	10.30	10.30	3.14	496.54	479.00	501.41	479.00	720.47	476.00	726.52	476.00	1033.33	489.60	1033.33	489.60	0	681	0	0	3	1	1	0.00	0.00	0.00	0.00	0.00	0.00	-40.52	9.48	703.81	23.69	10.21	695.00	0.10	0.31	-0.95	-0.01	0.33	-0.94	65535		
16300026724	SMP	1	497.51	473.16	725.33	469.84	10.59	10.59	3.21	10.35	10.35	3.14	496.55	479.00	501.44	479.00	720.47	476.00	726.52	476.00	1011.89	491.71	1011.89	491.71	0	684	0	0	3	1	1	0.00	0.00	0.00	0.00	0.00	0.00	-40.54	9.49	704.16	23.68	10.21	694.63	0.07	0.30	-0.95	-0.02	0.33	-0.94	65535		
16300028723	SMP	1	497.39	473.12	725.41	469.89	10.65	10.65	3.22	10.37	10.37	3.14	495.00	479.00	501.45	479.00	720.47	476.00	726.52	476.00	1039.19	491.96	1039.19	491.96	0	691	0	0	3	1	1	0.00	0.00	0.00	0.00	0.00	0.00	-40.72	9.48	703.48	23.67	10.20	694.27	0.12	0.30	-0.95	-0.01	0.33	-0.94	65535		
16300030725	SMP	1	497.34	473.06	725.17	469.96	10.60	10.60	3.22	10.39	10.39	3.13	495.01	479.00	501.45	479.00	720.48	476.00	726.52	476.00	1028.60	493.67	1028.60	493.67	0	705	0	0	3	1	1	0.00	0.00	0.00	0.00	0.00	0.00	-40.68	9.47	702.81	23.66	10.20	693.91	0.11	0.30	-0.95	-0.03	0.32	-0.95	65535		
16300032727	SMP	1	497.48	473.21	725.27	469.81	10.59	10.59	3.22	10.33	10.33	3.13	495.05	479.00	501.49	479.00	720.48	476.00	725.00	476.00	1087.11	492.97	1087.11	492.97	0	699	0	0	3	1	1	0.00	0.00	0.00	0.00	0.00	0.00	-40.63	9.46	702.16	23.47	10.21	694.70	0.12	0.29	-0.95	0.03	0.34	-0.94	65535		
16300034721	SMP	1	497.38	473.12	725.28	469.97	10.66	10.66	3.23	10.27	10.27	3.12	495.13	479.00	501.49	479.00	720.48	476.00	725.00	476.00	1086.96	494.49	1086.96	494.49	0	820	0	0	3	1	1	0.00	0.00	0.00	0.00	0.00	0.00	-40.59	9.45	701.55	23.49	10.22	695.48	0.11	0.30	-0.95	0.03	0.33	-0.94	65535		
16300036737	SMP	1	497.17	473.04	725.20	469.89	10.65	10.65	3.23	10.23	10.23	3.12	495.17	479.00	501.52	479.00	720.48	476.00	725.00	476.00	1058.30	491.90	1058.30	491.90	0	989	0	0	3	1	1	0.00	0.00	0.00	0.00	0.00	0.00	-40.54	9.44	700.94	23.52	10.23	696.26	0.09	0.30	-0.95	0.02	0.34	-0.94	65535		
16300038732	SMP	1	497.32	473.01	725.31	470.00	10.69	10.69	3.23	10.16	10.16	3.11	495.17	479.00	501.54	479.00	720.48	476.00	725.00	476.00	1082.87	491.19	1082.87	491.19	0	743	0	0	3	1	1	0.00	0.00	0.00	0.00	0.00	0.00	-40.50	9.43	700.34	23.55	10.24	697.03	0.10	0.31	-0.95	0.03	0.33	-0.94	65535		
16300040723	SMP	1	497.39	473.16	725.28	469.98	10.71	10.71	3.24	10.25	10.25	3.11	495.18	479.00	501.54	479.00	720.48	476.00	725.00	476.00	1086.92	492.24	1086.92	492.24	0	691	0	0	3	1	1	0.00	0.00	0.00	0.00	0.00	0.00	-40.47	9.43	699.74	23.57	10.25	697.80	0.11	0.30	-0.95	0.03	0.33	-0.94	65535		
16300042725	SMP	1	497.34	472.94	725.02	469.88	10.62	10.62	3.23	10.03	10.03	3.10	495.20	479.00	501.55	479.00	720.49	476.00	725.00	476.00	1071.49	488.03	1071.49	488.03	0	682	0	0	3	1	1	0.00	0.00	0.00	0.00	0.00	0.00	-40.43	9.42	699.16	23.60	10.27	698.56	0.10	0.31	-0.95	0.01	0.34	-0.94	65535		
16300044826	SMP	1	497.44	472.92	725.24	469.85	10.57	10.57	3.23	10.10	10.10	3.09	495.19	479.00	501.56	479.00	720.49	476.00	725.00	476.00	1087.35	484.11	1087.35	484.11	0	975	0	0	3	1	1	0.00	0.00	0.00	0.00	0.00	0.00	-40.40	9.41	698.57	23.62	10.28	699.31	0.11	0.31	-0.94	0.03	0.34	-0.94	65535		
16300046726	SMP	1	497.34	473.08	725.27	470.24	10.64	10.64	3.23	10.24	10.24	3.09	495.23	479.00	501.57	479.00	720.49	476.00	725.00	476.00	1085.94	493.70	1085.94	493.70	0	685	0	0	3	1	1	0.00	0.00	0.00	0.00	0.00	0.00	-40.35	9.40	698.00	23.65	10.29	700.06	0.10	0.30	-0.95	0.03	0.32	-0.95	65535		
16300048724	SMP	1	497.40	473.20	725.14	469.76	10.62	10.62	3.23	10.18	10.18	3.09	495.21	479.00	501.60	479.00	720.49	476.00	725.01	476.00	1082.16	487.11	1082.16	487.11	0	689	0	0	3	1	1	0.00	0.00	0.00	0.00	0.00	0.00	-40.32	9.39	697.41	23.68	10.30	700.79	0.11	0.29	-0.95	0.02	0.35	-0.94	65535		
16300050723	SMP	1	497.17	472.95	725.24	469.92	10.59	10.59	3.22	10.12	10.12	3.09	495.24	479.00	501.62	479.00	720.49	476.00	725.06	476.00	1078.04	484.10	1078.04	484.10	0	690	0	0	3	1	1	0.00	0.00	0.00	0.00	0.00	0.00	-40.28	9.39	696.83	23.71	10.31	701.47	0.09	0.31	-0.95	0.02	0.34	-0.94	65535		
16300052732	SMP	1	497.26	473.01	725.33	470.06	10.91	10.91	3.24	10.25	10.25	3.10	495.26	479.00	501.63	479.00	720.49	476.00	725.09	476.00	1082.97	486.26	1082.97	486.26	0	1150	0	0	3	1	1	0.00	0.00	0.00	0.00	0.00	0.00	-40.24	9.38	696.27	23.73	10.32	702.10	0.09	0.30	-0.95	0.03	0.33	-0.94	65535		
16300054732	SMP	1	497.29	473.13	725.13	469.98	10.41	10.41	3.22	9.99	9.99	3.09	495.27	479.00	501.65	479.00	720.49	476.00	725.11	476.00	1076.53	488.35	1076.53	488.35	0	668	0	0	3	1	1	0.00	0.00	0.00	0.00	0.00	0.00	-40.20	9.37	695.70	23.76	10.33	702.72	0.09	0.29	-0.95	0.02	0.33	-0.94	65535		
16300056723	SMP	1	497.47	472.97	725.26	469.97	10.82	10.82	3.23	10.01	10.01	3.08	495.30	479.00	501.67	479.00	720.49	476.00	725.13	476.00	1080.33	484.18	1080.33	484.18	0	686	0	0	3	1	1	0.00	0.00	0.00	0.00	0.00	0.00	-40.17	9.36	695.14	23.78	10.34	703.32	0.11	0.31	-0.95	0.02	0.34	-0.94	65535		
16300058722	SMP	1	497.24	472.90	725.20	470.24	10.41	10.41	3.21	10.18	10.18	3.09	495.30	479.00	501.68	479.00	720.50	476.00	725.15	476.00	1075.02	489.51	1075.02	489.51	0	656	0	0	3	1	1	0.00	0.00	0.00	0.00	0.00	0.00	-40.13	9.36	694.58	23.80	10.34	703.89	0.09	0.31	-0.95	0.02	0.32	-0.95	65535		
16300060721	SMP	1	497.32	473.15	725.27	470.25	10.46	10.46	3.20	10.24	10.24	3.09	495.31	479.00	501.70	479.00	720.50	476.00	725.16	476.00	1074.98	498.57	1074.98	498.57	0	664	0	0	3	1	1	0.00	0.00	0.00	0.00	0.00	0.00	-40.10	9.35	694.03	23.82	10.35	704.44	0.09	0.29	-0.95	0.03	0.32	-0.95	65535		
16300062721	SMP	1	497.38	472.94	725.20	470.16	10.39	10.39	3.19	10.16	10.16	3.10	495.30	479.00	501.71	479.00	720.50	476.00	725.15	476.00	1073.81	491.84	1073.81	491.84	0	660	0	0	3	1	1	0.00	0.00	0.00	0.00	0.00	0.00	-40.06	9.34	693.47	23.84	10.36	705.00	0.10	0.31	-0.95	0.02	0.32	-0.95	65535		
16300064721	SMP	1	497.38	473.09	725.28	470.18	10.30	10.30	3.17	10.32	10.32	3.11	495.32	479.00	501.72	479.00	720.50	476.00	725.18	476.00	1074.63	498.01	1074.63	498.01	0	659	0	0	3	1	1	0.00	0.00	0.00	0.00	0.00	0.00	-40.03	9.33	692.92	23.86	10.37	705.54	0.10	0.30	-0.95	0.03	0.32	-0.95	65535		
16300066720	SMP	1	497.22	473.09	725.23	470.31	10.22	10.22	3.15	10.05	10.05	3.10	495.33	479.00	501.74	479.00	720.50	476.00	725.20	476.00	1069.48	504.88	1069.48	504.88	0	670	0	0	3	1	1	0.00	0.00	0.00	0.00	0.00	0.00	-39.99	9.33	692.37	23.88	10.38	706.05	0.08	0.30	-0.95	0.02	0.31	-0.95	65535		
16300068727	SMP	1	497.41	473.19	724.92	470.15	10.46	10.46	3.15	10.05	10.05	3.10	496.00	479.55	501.50	479.00	720.50	476.00	725.18	476.00	1058.06	497.41	1058.06	497.41	0	1155	0	0	3	1	1	0.00	0.00	0.00	0.00	0.00	0.00	-39.93	9.25	692.36	23.90	10.38	706.57	0.08	0.31	-0.95	0.00	0.32	-0.95	65535		
16300070735	SMP	1	497.44	473.20	724.86	470.13	10.46	10.46	3.15	9.94	9.94	3.09	496.00	479.55	501.51	479.00	720.50	476.00	725.17	476.00	1050.94	498.09	1050.94	498.09	0	680	0	0	3	1	1	0.00	0.00	0.00	0.00	0.00	0.00	-39.93	9.25	692.35	23.92	10.39	707.09	0.08	0.31	-0.95	0.00	0.32	-0.95	65535		
16300072722	SMP	1	497.41	472.99	725.12	470.18	10.39	10.39	3.14	10.13	10.13	3.09	496.00	479.55	501.74	479.00	720.50	476.00	725.17	476.00	1051.65	495.29	1051.65	495.29	0	655	0	0	3	1	1	0.00	0.00	0.00	0.00	0.00	0.00	-39.89	9.25	692.19	23.93	10.40	707.61	0.08	0.32	-0.94	0.01	0.32	-0.95	65535		
16300074720	SMP	1	497.59	473.06	725.00	470.19	10.33	10.33	3.14	9.98	9.98	3.09	496.00	479.55	501.67	479.00	720.50	476.00	726.00	476.49	1033.16	490.47	1033.16	490.47	0	656	0	0	3	1	1	0.00	0.00	0.00	0.00	0.00	0.00	-39.89	9.25	692.07	24.05	10.33	707.47	0.09	0.32	-0.94	-0.02	0.33	-0.94	65535		
16300076721	SMP	1	497.67	473.23	724.71	469.97	10.28	10.28	3.13	10.05	10.05	3.09	496.00	479.54	501.60	479.00	720.52	476.00	726.00	476.49	1015.76	485.28	1015.76	485.28	0	964	0	0	3	1	1	0.00	0.00	0.00	0.00	0.00	0.00	-39.89	9.25	692.00	24.04	10.32	707.34	0.10	0.30	-0.95	-0.04	0.35	-0.94	65535		
16300078818	SMP	1	497.79	472.95	725.27	470.12	10.46	10.46	3.13	10.26	10.26	3.10	496.00	479.54	501.48	479.00	720.52	476.00	726.00	476.49	1052.83	474.78	1052.83	474.78	0	1101	0	0	3	1	1	0.00	0.00	0.00	0.00	0.00	0.00	-39.91	9.25	692.01	24.04	10.32	707.21	0.11	0.32	-0.94	-0.01	0.34	-0.94	65535		
16300080791	SMP	1	498.40	472.85	725.30	470.23	10.41	10.41	3.13	10.20	10.20	3.10	496.00	479.52	501.40	479.00	721.00	476.50	726.00	476.48	1075.13	454.30	1075.13	454.30	0	1051	0	0	3	1	1	0.00	0.00	0.00	0.00	0.00	0.00	-39.93	9.25	692.08	24.12	10.26	707.45	0.16	0.33	-0.93	-0.02	0.35	-0.94	65535		
16300082801	SMP	1	498.47	473.11	725.89	470.36	10.16	10.16	3.12	10.22	10.22	3.11	496.32	479.37	501.33	479.00	721.00	476.51	726.00	476.46	1124.96	471.11	1124.96	471.11	0	1038	0	0	3	1	1	0.00	0.00	0.00	0.00	0.00	0.00	-39.91	9.28	692.44	24.13	10.26	707.68	0.16	0.31	-0.94	0.02	0.35	-0.94	65535		
16300084794	SMP	1	498.68	473.10	726.21	470.33	10.34	10.34	3.12	10.25	10.25	3.12	496.35	479.34	501.26	479.00	721.00	476.52	726.52	476.00	1157.67	476.89	1157.67	476.89	0	1042	0	0	3	1	1	0.00	0.00	0.00	0.00	0.00	0.00	-39.94	9.29	692.88	24.20	10.32	707.52	0.17	0.31	-0.94	0.02	0.33	-0.94	65535		
16300086871	SMP	1	498.68	473.21	726.58	470.36	10.29	10.29	3.11	10.37	10.37	3.13	496.39	479.31	501.19	479.00	721.00	476.52	726.50	476.00	1188.24	478.68	1188.24	478.68	0	1067	0	0	3	1	1	0.00	0.00	0.00	0.00	0.00	0.00	-39.98	9.30	693.42	24.19	10.32	707.37	0.17	0.30	-0.94	0.05	0.33	-0.94	65535		
16300088722	SMP	1	498.54	473.22	725.84	470.16	10.28	10.28	3.11	10.32	10.32	3.13	496.51	479.44	501.07	479.00	721.00	476.52	727.00	476.48	1103.35	465.13	1103.35	465.13	0	956	0	0	3	1	1	0.00	0.00	0.00	0.00	0.00	0.00	-40.02	9.29	694.17	24.25	10.25	706.92	0.16	0.30	-0.94	-0.02	0.36	-0.93	65535		
16300090733	SMP	1	498.82	473.36	726.36	470.20	10.36	10.36	3.11	10.27	10.27	3.14	496.54	479.45	501.00	479.00	721.00	476.51	727.00	476.49	1171.96	464.74	1171.96	464.74	0	699	0	0	3	1	1	0.00	0.00	0.00	0.00	0.00	0.00	-40.08	9.30	695.01	24.23	10.24	706.46	0.18	0.29	-0.94	0.02	0.36	-0.93	65535		
16300092721	SMP	1	498.93	473.17	726.38	470.13	10.21	10.21	3.11	10.39	10.39	3.14	496.66	479.35	501.00	479.00	721.00	476.51	727.00	476.50	1177.20	456.20	1177.20	456.20	0	651	0	0	3	1	1	0.00	0.00	0.00	0.00	0.00	0.00	-40.11	9.33	695.98	24.21	10.23	706.01	0.19	0.30	-0.93	0.02	0.36	-0.93	65535		
16300094720	SMP	1	498.43	473.38	726.66	470.19	10.47	10.47	3.12	10.29	10.29	3.14	496.69	479.36	501.00	479.00	721.00	476.51	727.00	476.50	1160.83	460.42	1160.83	460.42	0	665	0	0	3	1	1	0.00	0.00	0.00	0.00	0.00	0.00	-40.17	9.34	696.96	24.20	10.22	705.57	0.15	0.29	-0.95	0.04	0.36	-0.93	65535		
16300096720	SMP	1	498.37	473.61	726.69	470.42	10.55	10.55	3.13	10.44	10.44	3.15	496.70	479.37	501.00	479.00	721.00	476.51	727.00	476.50	1157.82	475.41	1157.82	475.41	0	659	0	0	3	1	1	0.00	0.00	0.00	0.00	0.00	0.00	-40.22	9.35	697.94	24.18	10.22	705.13	0.14	0.28	-0.95	0.04	0.34	-0.94	65535		
16300098719	SMP	1	498.63	473.28	726.70	470.27	10.35	10.35	3.13	10.49	10.49	3.16	496.71	479.37	502.00	479.49	721.00	476.51	727.00	476.50	1142.16	452.19	1142.16	452.19	0	654	0	0	3	1	1	0.00	0.00	0.00	0.00	0.00	0.00	-40.08	9.28	698.03	24.17	10.21	704.69	0.13	0.31	-0.94	0.04	0.36	-0.93	65535		
16300100719	SMP	1	498.78	473.32	726.56	470.41	10.39	10.39	3.14	10.46	10.46	3.17	497.00	479.50	502.00	479.48	721.00	476.51	727.00	476.50	1134.03	456.22	1134.03	456.22	0	689	0	0	3	1	1	0.00	0.00	0.00	0.00	0.00	0.00	-40.06	9.27	698.35	24.15	10.20	704.26	0.13	0.32	-0.94	0.03	0.34	-0.94	65535		
16300102720	SMP	1	498.74	473.35	726.83	470.21	10.53	10.53	3.15	10.64	10.64	3.18	497.00	479.50	502.00	479.49	721.00	476.51	727.00	476.50	1145.24	450.40	1145.24	450.40	0	787	0	0	3	1	1	0.00	0.00	0.00	0.00	0.00	0.00	-40.08	9.27	698.66	24.14	10.20	703.83	0.13	0.32	-0.94	0.05	0.36	-0.93	65535		
16300104734	SMP	1	498.68	473.46	726.11	470.32	10.41	10.41	3.15	10.37	10.37	3.18	496.73	479.60	502.00	479.49	721.00	476.51	727.00	476.50	1111.81	457.48	1111.81	457.48	0	983	0	0	3	1	1	0.00	0.00	0.00	0.00	0.00	0.00	-40.12	9.26	698.76	24.12	10.19	703.41	0.13	0.31	-0.94	0.00	0.34	-0.94	65535		
16300106729	SMP	1	498.94	473.30	726.72	470.33	10.23	10.23	3.14	10.59	10.59	3.19	496.59	479.49	502.00	479.50	721.00	476.50	727.00	476.50	1161.48	449.67	1161.48	449.67	0	701	0	0	3	1	1	0.00	0.00	0.00	0.00	0.00	0.00	-40.14	9.27	698.76	24.11	10.19	702.99	0.16	0.32	-0.93	0.04	0.35	-0.94	65535		
